,title,house_type,address,house_age,floor_space,price,per_price
560,七期寶輝一品景觀裝潢豪宅,華廈,台中市西屯區市政北六路,13.0,186,15800,84.95
561,獨秀超高樓層樓中樓毛胚戶,華廈,台中市西屯區惠中三街,9.0,265,16400,62.12
562,七期府會園道豪宅,華廈,台中市西屯區市政北一路,6.0,283,17776,63.04
563,大陸寶格超高樓層視野戶,華廈,台中市西屯區市政北五路,5.0,215,18190,85.0
564,歌劇院首排頂峰豪邸樓中樓,華廈,台中市西屯區惠中三街,9.0,277,18500,66.79
565,獨秀超高樓層樓中樓毛胚戶,華廈,台中市西屯區惠中三街,9.0,277,18850,68.05
566,近水樓台電梯套房D,華廈,台中市西屯區至善路,29.0,8,268,38.29
567,近水樓台電梯套房A,華廈,台中市西屯區至善路,29.0,8,268,38.29
568,熊貓天下 低總價電梯套房,華廈,台中市西屯區西屯路二段,27.0,9,288,36.0
569,桂冠歐洲捷運套房,華廈,台中市西屯區四川路,24.0,10,298,29.8
570,專任-逢甲西門町,華廈,台中市西屯區逢甲路,28.0,8,318,39.75
571,漢口收租套房,華廈,台中市西屯區漢口路二段,26.0,10,358,35.8
572,順天部落格,華廈,台中市西屯區文華路,14.0,19,666,37.0
573,世界之心,華廈,台中市西屯區文心路三段,13.0,24,868,36.17
574,東海低總價臨路金店面,華廈,台中市西屯區工業區三十八路,26.0,41,980,24.5
575,逢甲12期商一透店買地送屋,透天,台中市西屯區光明路,66.0,19,1100,57.89
576,西屯1+2F樓店,華廈,台中市西屯區寧漢二街,32.0,38,1188,32.11
577,文華高中旁1+2樓店,華廈,台中市西屯區長安路二段,28.0,47,1288,28.0
578,水湳經貿俗店面,華廈,台中市西屯區長安路二段,28.0,47,1288,28.0
579,逢甲黃金六套房,公寓,台中市西屯區逢甲路,43.0,31,1288,42.93
580,中科正福科路稀有樓店,華廈,台中市西屯區福科路,28.0,52,1388,27.22
581,新都心收租商辦,華廈,台中市西屯區西屯路二段,29.0,57,1398,24.53
582,逢甲商圈1+2樓金店面,華廈,台中市西屯區至善路,27.0,29,1480,52.86
583,西屯寧夏商辦大樓,華廈,台中市西屯區寧夏路,32.0,117,1480,12.65
584,漢口商圈商辦大樓,華廈,台中市西屯區寧夏路,32.0,118,1480,12.54
585,奧林匹特商辦大樓,華廈,台中市西屯區寧夏路,32.0,119,1480,12.54
586,文華高中捷運金店I,華廈,台中市西屯區重慶路,27.0,55,1550,28.7
587,正重慶路黃金店面,華廈,台中市西屯區重慶路,27.0,55,1550,28.7
588,西屯樓店A,華廈,台中市西屯區重慶路,27.0,55,1558,28.85
589,正西屯重慶路店面(一),華廈,台中市西屯區重慶路,27.0,55,1558,28.85
590,捷運文華高中站黃金樓店,華廈,台中市西屯區重慶路,27.0,55,1558,28.85
591,正重慶路超值金店+車位,華廈,台中市西屯區重慶路,27.0,55,1558,28.85
592,三所學校圍繞樓店1,華廈,台中市西屯區重慶路,27.0,55,1558,28.85
593,河南大面寬三角窗店面,華廈,台中市西屯區河南東四街,30.0,58,1580,27.24
594,文華高中大面寬角店,華廈,台中市西屯區河南東四街,30.0,58,1580,27.24
595,捷運文華大面寬三角樓店,透天,台中市西屯區河南東四街,30.0,58,1580,27.24
596,漢口商圈三角窗大面寬金店,華廈,台中市西屯區河南東四街,30.0,58,1580,27.24
597,捷運文華高中站商辦附車位,華廈,台中市西屯區河南路一段,31.0,67,1588,23.7
598,文心捷運商辦,華廈,台中市西屯區河南路一段,31.0,67,1588,23.7
599,河南路文華捷運商辦平車,華廈,台中市西屯區河南路一段,31.0,67,1588,23.7
600,G8捷運站優質商辦+平車,華廈,台中市西屯區河南路一段,31.0,67,1588,23.7
601,逢甲青海商圈金店面,華廈,台中市西屯區上石路,28.0,45,1650,36.67
602,青海國精美樓店,華廈,台中市西屯區上石路,28.0,45,1650,36.67
603,捷運文華高中站邊間樓店,華廈,台中市西屯區重慶路,27.0,55,1658,30.15
604,三所學校圍繞樓店2,華廈,台中市西屯區重慶路,27.0,55,1658,30.15
605,正西屯重慶路店面(二),華廈,台中市西屯區重慶路,27.0,55,1658,30.15
606,西屯樓店B,華廈,台中市西屯區重慶路,27.0,55,1658,30.15
607,文華高中捷運金店+車位,華廈,台中市西屯區重慶路,27.0,55,1658,30.15
608,文華高中捷運金店II,華廈,台中市西屯區重慶路,27.0,55,1658,30.15
609,文華高中捷運金店面,華廈,台中市西屯區重慶路,27.0,55,1658,30.15
610,逢甲大面寬收租店面,華廈,台中市西屯區寶慶街,13.0,37,1680,45.41
611,漢口商圈1+2樓店面,華廈,台中市西屯區成都路,22.0,47,1680,36.52
612,中科雙平車邊間黃金店面,華廈,台中市西屯區工業區一路,12.0,54,1688,31.85
613,漢口國中臨路樓店,公寓,台中市西屯區大有三街,40.0,58,1750,30.17
614,正河南路樓店~適文武百市,華廈,台中市西屯區河南路一段,29.0,66,1788,27.09
615,正20米青海路投資店面,華廈,台中市西屯區青海路一段,28.0,42,1880,44.76
616,G8旁美商辦附雙車,華廈,台中市西屯區河南路一段,31.0,69,1885,27.32
617,逢甲三角窗文市店面,華廈,台中市西屯區西安街,28.0,64,1980,30.94
618,逢甲第五街商業廣場樓店,華廈,台中市西屯區西安街,28.0,64,1980,30.94
619,逢甲商圈角間金店面,華廈,台中市西屯區西安街,28.0,64,1980,30.94
620,逢甲角間大面寬樓店,華廈,台中市西屯區西安街,28.0,64,1980,30.94
621,逢甲西安街角間大面寬店面,華廈,台中市西屯區西安街,28.0,64,1980,30.94
622,逢甲商圈 大面寬角間樓店,華廈,台中市西屯區西安街,28.0,64,1980,30.94
623,逢甲第五街面寬角店,華廈,台中市西屯區西安街,28.0,64,1980,30.94
624,逢甲20米大面寬角間樓店,華廈,台中市西屯區西安街,28.0,64,1980,30.94
625,逢甲大學角店,華廈,台中市西屯區西安街,27.0,71,1980,27.89
626,台中逢甲商圈樓店,華廈,台中市西屯區西安街,28.0,64,1980,30.94
627,逢甲20米面寬三角窗店面,華廈,台中市西屯區西安街,28.0,64,1980,30.94
628,逢甲大面寬角間樓店,華廈,台中市西屯區西安街,28.0,64,1980,30.94
629,逢甲西安街樓店,華廈,台中市西屯區西安街,28.0,64,1980,30.94
630,逢甲第五商場角間樓店,華廈,台中市西屯區西安街,28.0,64,1980,30.94
631,逢甲臨路透天,華廈,台中市西屯區逢明街,28.0,57,2038,35.75
632,逢甲福星路低總價黃金店面,華廈,台中市西屯區福星路,30.0,53,2058,38.83
633,水湳經貿透天店面,透天,台中市西屯區長安路二段,42.0,29,2180,75.17
634,逢甲新改裝店套-現有收租,華廈,台中市西屯區西屯路二段,25.0,44,2180,49.55
635,逢甲路低總價店面,華廈,台中市西屯區逢甲路,28.0,38,2280,60.0
636,正長安路透店,透天,台中市西屯區長安路二段,42.0,61,2280,37.38
637,七期高視野美景商辦,華廈,台中市西屯區市政路,9.0,60,2360,39.33
638,達麗 J12角間黃金店面,華廈,台中市西屯區福星北路,0.0,38,2560,69.19
639,漢口商圈燙金收租商辦,華廈,台中市西屯區漢口路二段,33.0,104,2580,25.05
640,正青海路黃金店面,華廈,台中市西屯區青海路二段,28.0,54,2580,47.78
641,逢甲商圈6米面寬1+2店面,華廈,台中市西屯區青海路二段,28.0,54,2580,47.78
642,逢甲正青海路大面寬樓店,華廈,台中市西屯區青海路二段,28.0,54,2580,47.78
643,正青海路黃金店面,華廈,台中市西屯區青海路二段,28.0,54,2580,47.78
644,青海逢甲商圈黃金1+2樓店,華廈,台中市西屯區青海路二段,28.0,54,2580,47.78
645,青海路黃金1+2樓店面,華廈,台中市西屯區青海路二段,28.0,54,2580,47.78
646,逢甲商圈吸金樓店,華廈,台中市西屯區青海路二段,28.0,54,2580,47.78
647,逢甲商圈正青海路金店面,華廈,台中市西屯區青海路二段,28.0,54,2580,47.78
648,愛人同志三期,華廈,台中市西屯區青海路二段,28.0,54,2580,47.78
649,㊣青海路黃金店面,華廈,台中市西屯區青海路二段,28.0,54,2580,47.78
650,正青海路大面寬黃金店住,華廈,台中市西屯區青海路二段,28.0,54,2580,47.78
651,逢甲西屯店面,華廈,台中市西屯區西屯路二段,11.0,69,2680,38.84
652,七期商辦 - 親家市政廣場,華廈,台中市西屯區市政北七路,5.0,70,2688,38.4
653,新市政捷運旁高樓層商辦,華廈,台中市西屯區大容東街,32.0,112,2688,24.0
654,市府捷運劍橋商辦,華廈,台中市西屯區大容東街,32.0,112,2688,24.0
655,西屯重慶雙店面,華廈,台中市西屯區重慶路,27.0,110,2780,25.5
656,七期NTC國家商貿中心,華廈,台中市西屯區市政北二路,4.0,69,2780,40.29
657,逢甲西屯店面,華廈,台中市西屯區西屯路二段,11.0,69,2780,40.29
658,逢甲文華路透店,透天,台中市西屯區文華路,43.0,32,2980,96.13
659,逢甲角間店住,透天,台中市西屯區福上巷,39.0,47,2980,64.78
660,七期NTC國家商貿中心,華廈,台中市西屯區市政北二路,4.0,74,2985,40.89
661,廣福路農地廠房,未提供,台中市西屯區廣福路,11.0,167,3108,18.72
662,正西屯路黃金店面,公寓,台中市西屯區西屯路二段,30.0,34,3180,96.36
663,正西屯路面寬10米店面,公寓,台中市西屯區西屯路二段,30.0,34,3180,96.36
664,正重慶路雙店面,華廈,台中市西屯區重慶路,27.0,110,3216,29.5
665,七期NTC國家商貿中心,華廈,台中市西屯區市政北二路,4.0,74,3326,45.56
666,大城仰雲增值店面,華廈,台中市西屯區安和路,2.0,54,3380,62.59
