,title,house_type,address,house_age,floor_space,price,per_price
101,專任藏富滿滿兩房兩衛平車,華廈,台中市北屯區太和路１段,0,39.1,1188,30.46
102,大毅人人幸福四房雙平車,華廈,台中市北屯區太原路三段,0,70.55,2298,32.83
103, 晴川岸面河岸4房平車視野,華廈,台中市北屯區松竹五路二段,10,54.81,1738,32.19
104,A0602四維捷運伊莉莎,華廈,台中市北屯區遼陽北二街,32,44.61,1260,28.64
105,太宇尊爵2房平車,華廈,台中市北屯區北屯路,26,24.34,838,34.92
106,捷運公園寬店墅,透天,台中市北屯區大連路三段,37,37.2,2180,58.92
107,太原車站全新22套電梯透天,透天,台中市北屯區國強街,2,121.52,6980,57.69
108,文昌學區旁透店適文武百市,透天,台中市北屯區昌平路一段,37,89.06,3800,42.7
109,崇武街電梯透套,透天,台中市北屯區崇武街,21,89.48,4380,49.21
110,好市多捷運總站商辦公園戶,華廈,台中市北屯區敦富東街,0,34.07,1368,40.24
111,太原站全新17房透套,未提供,台中市北屯區南京東路三段,1,115.5,5200,45.22
112,四維國小捷運電梯二房,華廈,台中市北屯區北屯路,26,23.15,698,30.35
113,G5日系精裝四房尬車位,華廈,台中市北屯區文心路四段,20,46.07,1490,32.39
114,豐邑璞玉大四房平車,華廈,台中市北屯區太原路三段,17,49.53,1580,32.24
115,鉅虹機捷特區三房平車,華廈,台中市北屯區南興路,0,46.24,1750,38.04
116,凡爾賽3層樓崇德路黃金店,華廈,台中市北屯區崇德路二段,25,63.76,2280,36.19
117,仁美國小美裝潢四房平車,華廈,台中市北屯區興安路二段,23,52.5,1768,34.0
118,北屯近太原車站大地坪透天,透天,台中市北屯區北華街,35,221.79,8500,38.46
119,崇興7米大面寬店鋪可雙車,公寓,台中市北屯區崇興路一段,40,40.44,1280,32.0
120,8米大面寬黃金店面,公寓,台中市北屯區崇興路一段,40,40.44,1280,32.0
121,北屯風格畫境四房平車,華廈,台中市北屯區九龍街,30,55.95,1580,28.73
122,太子鄉廈免整理大三房平車,華廈,台中市北屯區松竹路二段,27,52.04,1435,27.6
123,四維國小景觀2房平車,華廈,台中市北屯區北屯路,26,24.34,838,34.92
124,水湳陳平國小視野5房,華廈,台中市北屯區陳平路,31,38.7,980,25.79
125,全新朝南電梯墅,透天,台中市北屯區太和路一段,1,79.68,3580,45.32
126,北屯重劃區大兩房平車,華廈,台中市北屯區環太東路,0,35.01,958,27.37
127,富宇富好,華廈,台中市北屯區敦富一街,0,31.33,1080,34.84
128,心之所向美兩房平車視野戶,華廈,台中市北屯區環太東路,0,36.46,980,27.22
129,8米臨路車庫透天,透天,台中市北屯區松和街,38,34.62,1680,49.41
130,巴黎第六區,華廈,台中市北屯區文心路四段,9,29.5,1188,40.97
131,雙鐵共構景觀3房平車,華廈,台中市北屯區北屯路,26,37.62,1780,48.11
132,松竹捷運三房平車,華廈,台中市北屯區北屯路,26,47.76,1098,23.36
133,G5高樓景觀3房平車,華廈,台中市北屯區文心路四段,19,40.13,1398,34.95
134,風格講義3房平車視野戶,華廈,台中市北屯區崇德二路一段,0,47.3,1758,37.4
135,兒童公園四房平車,華廈,台中市北屯區九龍街,30,49.7,1580,32.24
136,捷運次排唐寧街大三房車位,華廈,台中市北屯區文昌東五街,17,47.91,1598,34.0
137,水沐青華質感樹海戶,華廈,台中市北屯區敦富三街,0,45.71,1580,35.11
138,松竹領航樓中樓大三房雙平,華廈,台中市北屯區南興路,0,71.63,2118,29.83
139,北屯太宇尊爵二房平車,華廈,台中市北屯區北屯路,26,24.35,838,34.92
140,北屯捷運最便宜店面,華廈,台中市北屯區松竹路一段,6,41.79,2180,53.17
141,14期靜樂松柏電梯別墅,透天,台中市北屯區,0,71.0,3980,56.06
142,崇德松竹金店面,公寓,台中市北屯區崇德路二段,24,45.79,2100,46.67
143,東山商圈七套房,公寓,台中市北屯區東山路一段,43,18.46,680,37.78
144,兒童公園裝潢四房平車,華廈,台中市北屯區九龍街,30,55.92,1580,28.73
145,北屯國小大四房平車,華廈,台中市北屯區九龍街,30,55.93,1580,28.73
146,風格畫境視野質感四房平車,華廈,台中市北屯區九龍街,30,55.94,1580,28.73
147,雙捷溫馨三房休旅車位,華廈,台中市北屯區遼陽四街,32,30.03,898,29.93
